A1A|00011|000001|00002063202|DIGITALIS 100 MG PULVULE      |0 - No|F - Rx|F|0|0
A1A|00021|000002|00002030902|DIGIGLUSIN 1 UNITS TABLET     |0 - No|F - Rx|F|0|0
A1A|00060|000006|00002167802|CRYSTODIGIN 0.2 MG/ML AMPUL   |0 - No|F - Rx|F|0|0
A1A|00060|000006|00002167816|CRYSTODIGIN 0.2 MG/ML AMPUL   |0 - No|F - Rx|F|0|0
A1A|00071|000007|00002107502|CRYSTODIGIN 0.05 MG TABLET    |0 - No|F - Rx|F|0|0
A1A|00071|000007|00002107503|CRYSTODIGIN 0.05 MG TABLET    |0 - No|F - Rx|F|0|0
A1A|00073|000008|00002106002|CRYSTODIGIN 0.1 MG TABLET     |0 - No|F - Rx|F|0|0
A1A|00073|000008|00002106003|CRYSTODIGIN 0.1 MG TABLET     |0 - No|F - Rx|F|0|0
A1A|00073|000008|00002106031|CRYSTODIGIN 0.1 MG TABLET     |0 - No|F - Rx|F|0|0
A1A|00073|000008|00002106033|CRYSTODIGIN 0.1 MG TABLET     |0 - No|F - Rx|F|0|0
A1A|00073|000008|00008001601|PURODIGIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00008001604|PURODIGIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00102108002|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00150075580|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00188123010|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00223084001|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00223084002|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00228217696|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00252660202|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00298107911|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00302223410|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00304010300|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00359016540|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00364010902|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00367217696|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00536372601|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00536372610|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00537207210|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00537207251|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00580012010|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00615054510|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00677005610|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00719129213|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00779030130|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00779030230|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00814247030|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00839513916|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00839513920|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|00893019310|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|11289137005|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|12071013810|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|12535002510|DIGITON 0.1 MG TABLET         |0 - No|F - Rx|F|0|0
A1A|00073|000008|17236014210|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|35470010909|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|46198026810|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|49648010300|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00073|000008|51432014606|DIGITOXIN 0.1 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00074|000009|00002107602|CRYSTODIGIN 0.15 MG TABLET    |0 - No|F - Rx|F|0|0
A1A|00074|000009|00002107603|CRYSTODIGIN 0.15 MG TABLET    |0 - No|F - Rx|F|0|0
A1A|00075|000010|00002105702|CRYSTODIGIN 0.2 MG TABLET     |0 - No|F - Rx|F|0|0
A1A|00075|000010|00002105703|CRYSTODIGIN 0.2 MG TABLET     |0 - No|F - Rx|F|0|0
A1A|00075|000010|00008011402|PURODIGIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00008011403|PURODIGIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00102108501|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00188123110|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00223084101|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00223084102|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00228217896|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00252660402|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00298100911|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00302223510|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00359016140|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00364011002|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00367217896|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00536373201|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00536373210|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00537207310|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00580012110|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00677005710|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00814247130|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00839124516|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00839124520|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|00893019410|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|12535002610|DIGITON 0.2 MG TABLET         |0 - No|F - Rx|F|0|0
A1A|00075|000010|17236014410|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|35470031609|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|46198026910|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00075|000010|51432014806|DIGITOXIN 0.2 MG TABLET       |0 - No|F - Rx|F|0|0
A1A|00080|000011|00081027055|LANOXICAPS 0.05 MG CAPSULE    |0 - No|F - Rx|F|0|0
A1A|00080|000011|00173027055|LANOXICAPS 0.05 MG CAPSULE    |0 - No|F - Rx|F|0|0
A1A|00081|000012|00081027230|LANOXICAPS 0.1 MG CAPSULE     |0 - No|F - Rx|F|0|0
A1A|00081|000012|00081027255|LANOXICAPS 0.1 MG CAPSULE     |0 - No|F - Rx|F|0|0
A1A|00081|000012|00081027256|LANOXICAPS 0.1 MG CAPSULE     |0 - No|F - Rx|F|0|0
A1A|00081|000012|00081027277|LANOXICAPS 0.1 MG CAPSULE     |0 - No|F - Rx|F|0|0
A1A|00081|000012|00173027230|LANOXICAPS 0.1 MG CAPSULE     |0 - No|F - Rx|F|0|0
A1A|00081|000012|00173027255|LANOXICAPS 0.1 MG CAPSULE     |0 - No|F - Rx|F|0|0
A1A|00081|000012|54569198700|LANOXICAPS 0.1 MG CAPSULE     |1 - Yes|F - Rx|F|0|0
A1A|00081|000012|54868216000|LANOXICAPS 0.1 MG CAPSULE     |1 - Yes|F - Rx|F|0|0
A1A|00081|000012|54868216001|LANOXICAPS 0.1 MG CAPSULE     |1 - Yes|F - Rx|F|0|0
A1A|00081|000012|54868216002|LANOXICAPS 0.1 MG CAPSULE     |1 - Yes|F - Rx|F|0|0
A1A|00081|000012|54868216003|LANOXICAPS 0.1 MG CAPSULE     |1 - Yes|F - Rx|F|0|0
A1A|00081|000012|57866032402|LANOXICAPS 0.1 MG CAPSULE     |1 - Yes|F - Rx|F|0|0
A1A|00081|000012|57866125701|LANOXICAPS 0.1 MG CAPSULE     |1 - Yes|F - Rx|F|0|0
A1A|00081|000012|68030032402|LANOXICAPS 0.1 MG CAPSULE     |1 - Yes|F - Rx|F|0|0
A1A|00082|000013|00081027430|LANOXICAPS 0.2 MG CAPSULE     |0 - No|F - Rx|F|0|0
A1A|00082|000013|00081027455|LANOXICAPS 0.2 MG CAPSULE     |0 - No|F - Rx|F|0|0
A1A|00082|000013|00081027456|LANOXICAPS 0.2 MG CAPSULE     |0 - No|F - Rx|F|0|0
A1A|00082|000013|00081027477|LANOXICAPS 0.2 MG CAPSULE     |0 - No|F - Rx|F|0|0
A1A|00082|000013|00173027430|LANOXICAPS 0.2 MG CAPSULE     |0 - No|F - Rx|F|0|0
A1A|00082|000013|00173027455|LANOXICAPS 0.2 MG CAPSULE     |0 - No|F - Rx|F|0|0
A1A|00082|000013|54124057430|LANOXICAPS 0.2 MG CAPSULE     |1 - Yes|F - Rx|F|0|0
A1A|00082|000013|54569173400|LANOXICAPS 0.2 MG CAPSULE     |1 - Yes|F - Rx|F|0|0
A1A|00082|000013|57866125801|LANOXICAPS 0.2 MG CAPSULE     |1 - Yes|F - Rx|F|0|0
A1A|00082|000013|68030666001|LANOXICAPS 0.2 MG CAPSULE     |1 - Yes|F - Rx|F|0|0
A1A|00100|000014|00074216701|DIGOXIN 0.1 MG/ML AMPUL       |0 - No|F - Rx|F|0|0
A1A|00100|000014|00081026210|LANOXIN PED 0.1 MG/ML AMPUL   |0 - No|F - Rx|F|0|0
A1A|00100|000014|00081026235|LANOXIN PED 0.1 MG/ML AMPUL   |0 - No|F - Rx|F|0|0
A1A|00100|000014|00173026210|LANOXIN PED 0.1 MG/ML AMPUL   |0 - No|F - Rx|F|0|0
A1A|00100|000014|24987026210|LANOXIN PED 100 MCG/ML AMPUL  |0 - No|F - Rx|F|0|0
A1A|00100|000014|54569153500|LANOXIN 0.1 MG/ML AMPUL       |1 - Yes|F - Rx|F|0|0
