A1A|00100|000014|24987026210|LANOXIN PED 100 MCG/ML AMPUL  |0 - No|F - Rx|F|0|0
A1A|00100|000014|70515026210|LANOXIN PED 100 MCG/ML AMPUL  |0 - No|F - Rx|F|0|0
A1A|00101|000015|00641141031|DIGOXIN 500 MCG/2 ML AMPULE   |0 - No|F - Rx|F|0|0
A1A|00101|000015|00641141035|DIGOXIN 500 MCG/2 ML AMPULE   |0 - No|F - Rx|F|0|0
A1A|00101|000015|00641618401|DIGOXIN 500 MCG/2 ML AMPULE   |0 - No|F - Rx|F|0|0
A1A|00101|000015|00641618425|DIGOXIN 500 MCG/2 ML AMPULE   |0 - No|F - Rx|F|0|0
A1A|00101|000015|00781305972|DIGOXIN 500 MCG/2 ML AMPULE   |0 - No|F - Rx|F|0|0
A1A|00101|000015|00781305995|DIGOXIN 500 MCG/2 ML AMPULE   |0 - No|F - Rx|F|0|0
A1A|00101|000015|24987026010|LANOXIN 500 MCG/2 ML AMPULE   |0 - No|F - Rx|F|0|0
A1A|00101|000015|70515026010|LANOXIN 500 MCG/2 ML AMPULE   |0 - No|F - Rx|F|0|0
A1A|00110|000016|00409216931|DIGOXIN 0.25 MG/ML SYRINGE    |0 - No|F - Rx|F|0|0
A1A|00120|000017|00054005746|DIGOXIN 0.05 MG/ML SOLUTION   |0 - No|F - Rx|F|0|0
A1A|00130|013079|24987024055|LANOXIN 62.5 MCG TABLET       |0 - No|F - Rx|F|0|0
A1A|00130|013079|59212024055|LANOXIN 62.5 MCG TABLET       |0 - No|F - Rx|F|0|0
A1A|00132|000018|00115981101|DIGOXIN 125 MCG TABLET        |0 - No|F - Rx|F|0|0
A1A|00132|000018|00115981103|DIGOXIN 125 MCG TABLET        |0 - No|F - Rx|F|0|0
A1A|00132|000018|00143124001|DIGOXIN 125 MCG TABLET        |0 - No|F - Rx|F|0|0
A1A|00132|000018|00143124010|DIGOXIN 125 MCG TABLET        |0 - No|F - Rx|F|0|0
A1A|00132|000018|00378615501|DIGITEK 125 MCG TABLET        |0 - No|F - Rx|F|0|0
A1A|00132|000018|00378615510|DIGITEK 125 MCG TABLET        |0 - No|F - Rx|F|0|0
A1A|00132|000018|00527132401|DIGOX 125 MCG TABLET          |0 - No|F - Rx|F|0|0
